Member_number,Date,itemDescription,year,month,day,day_of_week
2972,2/19/2014,frankfurter,2014,2,19,2
2972,2/19/2014,margarine,2014,2,19,2
2972,5/21/2015,whole milk,2015,5,21,3
2972,5/21/2015,UHT-milk,2015,5,21,3
2972,5/21/2015,canned beer,2015,5,21,3
2972,5/21/2015,whole milk,2015,5,21,3
2972,5/21/2015,coffee,2015,5,21,3
2972,5/21/2015,house keeping products,2015,5,21,3
2972,5/21/2015,other vegetables,2015,5,21,3
2972,5/21/2015,pip fruit,2015,5,21,3
2973,7/31/2014,yogurt,2014,7,31,3
2973,7/31/2014,semi-finished bread,2014,7,31,3
2973,7/31/2014,flour,2014,7,31,3
2973,10/21/2014,napkins,2014,10,21,1
2973,10/21/2014,waffles,2014,10,21,1
2973,10/26/2014,beverages,2014,10,26,6
2973,10/26/2014,soda,2014,10,26,6
2973,10/31/2014,domestic eggs,2014,10,31,4
2973,10/31/2014,sliced cheese,2014,10,31,4
2973,12/13/2014,whole milk,2014,12,13,5
2973,12/13/2014,white bread,2014,12,13,5
2973,12/13/2014,frozen vegetables,2014,12,13,5
2974,1/1/2014,berries,2014,1,1,2
2974,1/1/2014,whipped/sour cream,2014,1,1,2
2974,1/1/2014,bottled water,2014,1,1,2
2974,2/9/2014,pastry,2014,2,9,6
2974,2/9/2014,waffles,2014,2,9,6
2974,5/24/2014,tropical fruit,2014,5,24,5
2974,5/24/2014,frozen vegetables,2014,5,24,5
2974,12/26/2015,herbs,2015,12,26,5
2974,12/26/2015,packaged fruit/vegetables,2015,12,26,5
2975,3/27/2014,root vegetables,2014,3,27,3
2975,3/27/2014,flower (seeds),2014,3,27,3
2975,10/25/2014,canned beer,2014,10,25,5
2975,10/25/2014,other vegetables,2014,10,25,5
2975,10/25/2014,fruit/vegetable juice,2014,10,25,5
2975,1/28/2015,liver loaf,2015,1,28,2
2975,1/28/2015,pasta,2015,1,28,2
2975,1/28/2015,grapes,2015,1,28,2
2975,1/28/2015,other vegetables,2015,1,28,2
2975,9/10/2015,canned beer,2015,9,10,3
2975,9/10/2015,fruit/vegetable juice,2015,9,10,3
2975,10/24/2015,rolls/buns,2015,10,24,5
2975,10/24/2015,cream cheese ,2015,10,24,5
2976,9/20/2014,newspapers,2014,9,20,5
2976,9/20/2014,other vegetables,2014,9,20,5
2976,9/20/2014,shopping bags,2014,9,20,5
2976,2/6/2015,dessert,2015,2,6,4
2976,2/6/2015,citrus fruit,2015,2,6,4
2977,11/26/2014,processed cheese,2014,11,26,2
2977,11/26/2014,waffles,2014,11,26,2
2977,3/1/2015,rolls/buns,2015,3,1,6
2977,3/1/2015,UHT-milk,2015,3,1,6
2977,4/14/2015,other vegetables,2015,4,14,1
2977,4/14/2015,chicken,2015,4,14,1
2977,4/14/2015,popcorn,2015,4,14,1
2977,4/14/2015,margarine,2015,4,14,1
2977,11/16/2015,chicken,2015,11,16,0
2977,11/16/2015,other vegetables,2015,11,16,0
2977,11/16/2015,pastry,2015,11,16,0
2977,11/16/2015,onions,2015,11,16,0
2978,8/27/2014,pasta,2014,8,27,2
2978,8/27/2014,pot plants,2014,8,27,2
2978,8/27/2014,liquor,2014,8,27,2
2978,5/6/2015,ham,2015,5,6,2
2978,5/6/2015,chicken,2015,5,6,2
2978,5/6/2015,condensed milk,2015,5,6,2
2978,5/6/2015,other vegetables,2015,5,6,2
2978,5/6/2015,whipped/sour cream,2015,5,6,2
2978,6/27/2015,whole milk,2015,6,27,5
2978,6/27/2015,hygiene articles,2015,6,27,5
2978,9/5/2015,sausage,2015,9,5,5
2978,9/5/2015,meat,2015,9,5,5
2978,9/5/2015,beverages,2015,9,5,5
2978,9/5/2015,UHT-milk,2015,9,5,5
2978,9/5/2015,frozen dessert,2015,9,5,5
2978,9/5/2015,sugar,2015,9,5,5
2978,11/25/2015,chewing gum,2015,11,25,2
2978,11/25/2015,other vegetables,2015,11,25,2
2978,11/25/2015,pip fruit,2015,11,25,2
2979,3/11/2014,domestic eggs,2014,3,11,1
2979,3/11/2014,domestic eggs,2014,3,11,1
2979,8/25/2014,pip fruit,2014,8,25,0
2979,8/25/2014,whole milk,2014,8,25,0
2979,7/17/2015,sausage,2015,7,17,4
2979,7/17/2015,sliced cheese,2015,7,17,4
2979,7/17/2015,ice cream,2015,7,17,4
2979,7/17/2015,long life bakery product,2015,7,17,4
2979,9/8/2015,rum,2015,9,8,1
2979,9/8/2015,onions,2015,9,8,1
2980,1/17/2014,other vegetables,2014,1,17,4
2980,1/17/2014,bottled beer,2014,1,17,4
2980,1/17/2014,cleaner,2014,1,17,4
2980,11/27/2014,whole milk,2014,11,27,3
2980,11/27/2014,shopping bags,2014,11,27,3
2980,4/27/2015,bottled beer,2015,4,27,0
2980,4/27/2015,butter milk,2015,4,27,0
2981,5/6/2014,fruit/vegetable juice,2014,5,6,1
2981,5/6/2014,canned beer,2014,5,6,1
2981,3/12/2015,onions,2015,3,12,3
2981,3/12/2015,whole milk,2015,3,12,3
2981,10/3/2015,UHT-milk,2015,10,3,5
2981,10/3/2015,whole milk,2015,10,3,5
2981,11/5/2015,whole milk,2015,11,5,3
2981,11/5/2015,chocolate,2015,11,5,3
2981,11/5/2015,pickled vegetables,2015,11,5,3
2982,5/1/2014,coffee,2014,5,1,3
2982,5/1/2014,sugar,2014,5,1,3
2982,6/15/2014,rolls/buns,2014,6,15,6
2982,6/15/2014,hard cheese,2014,6,15,6
2982,10/22/2014,tropical fruit,2014,10,22,2
2982,10/22/2014,margarine,2014,10,22,2
2982,6/14/2015,canned beer,2015,6,14,6
2982,6/14/2015,soda,2015,6,14,6
2982,6/25/2015,citrus fruit,2015,6,25,3
2982,6/25/2015,frankfurter,2015,6,25,3
2982,6/25/2015,yogurt,2015,6,25,3
2982,6/25/2015,ice cream,2015,6,25,3
2983,2/28/2014,tropical fruit,2014,2,28,4
2983,2/28/2014,specialty chocolate,2014,2,28,4
2983,11/9/2015,flour,2015,11,9,0
2983,11/9/2015,soda,2015,11,9,0
2984,4/22/2014,canned beer,2014,4,22,1
2984,4/22/2014,pastry,2014,4,22,1
2984,7/7/2014,whole milk,2014,7,7,0
2984,7/7/2014,pickled vegetables,2014,7,7,0
2984,7/7/2014,soda,2014,7,7,0
2984,9/25/2014,butter,2014,9,25,3
2984,9/25/2014,cake bar,2014,9,25,3
2984,9/25/2014,ice cream,2014,9,25,3
2984,9/25/2014,fruit/vegetable juice,2014,9,25,3
2984,2/24/2015,citrus fruit,2015,2,24,1
2984,2/24/2015,mustard,2015,2,24,1
2985,5/1/2015,tropical fruit,2015,5,1,4
2985,5/1/2015,chicken,2015,5,1,4
2985,5/1/2015,soda,2015,5,1,4
2985,5/1/2015,soda,2015,5,1,4
2985,5/29/2015,citrus fruit,2015,5,29,4
2985,5/29/2015,whole milk,2015,5,29,4
2986,3/11/2014,whole milk,2014,3,11,1
2986,3/11/2014,soda,2014,3,11,1
2986,3/28/2014,pork,2014,3,28,4
2986,3/28/2014,other vegetables,2014,3,28,4
2986,5/11/2014,UHT-milk,2014,5,11,6
2986,5/11/2014,newspapers,2014,5,11,6
2986,5/11/2014,bottled water,2014,5,11,6
2986,5/19/2015,margarine,2015,5,19,1
2986,5/19/2015,whole milk,2015,5,19,1
2986,11/1/2015,sausage,2015,11,1,6
2986,11/1/2015,other vegetables,2015,11,1,6
2986,11/1/2015,chicken,2015,11,1,6
2986,11/1/2015,waffles,2015,11,1,6
2986,11/1/2015,root vegetables,2015,11,1,6
2986,11/1/2015,bottled beer,2015,11,1,6
2986,11/1/2015,butter,2015,11,1,6
2986,11/1/2015,whipped/sour cream,2015,11,1,6
2987,4/16/2014,misc. beverages,2014,4,16,2
2987,4/16/2014,coffee,2014,4,16,2
2988,10/14/2015,bottled beer,2015,10,14,2
2988,10/14/2015,yogurt,2015,10,14,2
2989,3/25/2014,whole milk,2014,3,25,1
2989,3/25/2014,bottled beer,2014,3,25,1
2989,10/9/2014,citrus fruit,2014,10,9,3
2989,10/9/2014,flour,2014,10,9,3
2989,1/30/2015,whole milk,2015,1,30,4
2989,1/30/2015,pet care,2015,1,30,4
2989,1/30/2015,herbs,2015,1,30,4
2989,1/30/2015,soda,2015,1,30,4
2989,1/30/2015,cat food,2015,1,30,4
2989,1/30/2015,whole milk,2015,1,30,4
2989,6/1/2015,beef,2015,6,1,0
2989,6/1/2015,pip fruit,2015,6,1,0
2990,3/30/2014,rolls/buns,2014,3,30,6
2990,3/30/2014,long life bakery product,2014,3,30,6
2990,4/24/2014,turkey,2014,4,24,3
2990,4/24/2014,curd,2014,4,24,3
2990,4/24/2014,sugar,2014,4,24,3
2990,5/31/2014,cream cheese ,2014,5,31,5
2990,5/31/2014,UHT-milk,2014,5,31,5
2990,7/16/2014,turkey,2014,7,16,2
2990,7/16/2014,kitchen towels,2014,7,16,2
2990,8/15/2014,packaged fruit/vegetables,2014,8,15,4
2990,8/15/2014,long life bakery product,2014,8,15,4
2990,5/23/2015,whole milk,2015,5,23,5
2990,5/23/2015,chocolate,2015,5,23,5
2990,5/23/2015,rolls/buns,2015,5,23,5
2990,5/23/2015,brown bread,2015,5,23,5
2990,6/29/2015,frankfurter,2015,6,29,0
2990,6/29/2015,pastry,2015,6,29,0
2990,6/29/2015,canned beer,2015,6,29,0
2990,6/29/2015,pastry,2015,6,29,0
2990,11/7/2015,grapes,2015,11,7,5
2990,11/7/2015,meat spreads,2015,11,7,5
2990,11/7/2015,domestic eggs,2015,11,7,5
2990,12/8/2015,beef,2015,12,8,1
2990,12/8/2015,specialty bar,2015,12,8,1
2991,1/3/2014,root vegetables,2014,1,3,4
2991,1/3/2014,soda,2014,1,3,4
2991,1/3/2014,waffles,2014,1,3,4
2991,3/27/2014,butter milk,2014,3,27,3
2991,3/27/2014,whole milk,2014,3,27,3
2991,4/22/2014,UHT-milk,2014,4,22,1
2991,4/22/2014,specialty cheese,2014,4,22,1
2991,4/22/2014,shopping bags,2014,4,22,1
2991,4/30/2014,tropical fruit,2014,4,30,2
2991,4/30/2014,salt,2014,4,30,2
2991,2/16/2015,whole milk,2015,2,16,0
2991,2/16/2015,root vegetables,2015,2,16,0
2992,9/11/2015,pip fruit,2015,9,11,4
2992,9/11/2015,pet care,2015,9,11,4
2992,9/11/2015,bottled water,2015,9,11,4
2993,6/24/2014,yogurt,2014,6,24,1
2993,6/24/2014,shopping bags,2014,6,24,1
2993,8/7/2014,other vegetables,2014,8,7,3
2993,8/7/2014,butter milk,2014,8,7,3
2993,8/7/2014,chewing gum,2014,8,7,3
2993,8/7/2014,specialty chocolate,2014,8,7,3
2993,8/16/2014,chewing gum,2014,8,16,5
2993,8/16/2014,misc. beverages,2014,8,16,5
2993,10/23/2014,onions,2014,10,23,3
2993,10/23/2014,domestic eggs,2014,10,23,3
2993,10/23/2014,waffles,2014,10,23,3
2993,11/17/2014,beef,2014,11,17,0
2993,11/17/2014,napkins,2014,11,17,0
2993,5/5/2015,long life bakery product,2015,5,5,1
2993,5/5/2015,napkins,2015,5,5,1
2994,4/30/2014,curd,2014,4,30,2
2994,4/30/2014,curd,2014,4,30,2
2994,4/30/2014,rolls/buns,2014,4,30,2
2994,12/7/2014,whole milk,2014,12,7,6
2994,12/7/2014,yogurt,2014,12,7,6
2994,12/7/2014,long life bakery product,2014,12,7,6
2995,3/19/2014,specialty chocolate,2014,3,19,2
2995,3/19/2014,bottled water,2014,3,19,2
2995,2/18/2015,dessert,2015,2,18,2
2995,2/18/2015,shopping bags,2015,2,18,2
2995,2/18/2015,flour,2015,2,18,2
2996,4/29/2014,coffee,2014,4,29,1
2996,4/29/2014,butter milk,2014,4,29,1
2996,8/30/2014,whipped/sour cream,2014,8,30,5
2996,8/30/2014,house keeping products,2014,8,30,5
2996,9/17/2014,bottled beer,2014,9,17,2
2996,9/17/2014,candy,2014,9,17,2
2996,5/19/2015,berries,2015,5,19,1
2996,5/19/2015,UHT-milk,2015,5,19,1
2996,5/19/2015,newspapers,2015,5,19,1
2996,8/1/2015,domestic eggs,2015,8,1,5
2996,8/1/2015,other vegetables,2015,8,1,5
2996,9/26/2015,frankfurter,2015,9,26,5
2996,9/26/2015,dishes,2015,9,26,5
2996,9/26/2015,hygiene articles,2015,9,26,5
2997,9/2/2014,yogurt,2014,9,2,1
2997,9/2/2014,bottled water,2014,9,2,1
2997,2/6/2015,canned beer,2015,2,6,4
2997,2/6/2015,soda,2015,2,6,4
2997,3/8/2015,other vegetables,2015,3,8,6
2997,3/8/2015,soda,2015,3,8,6
2997,10/2/2015,fish,2015,10,2,4
2997,10/2/2015,specialty chocolate,2015,10,2,4
2997,12/30/2015,citrus fruit,2015,12,30,2
2997,12/30/2015,shopping bags,2015,12,30,2
2997,12/30/2015,tropical fruit,2015,12,30,2
2997,12/30/2015,frankfurter,2015,12,30,2
2997,12/30/2015,brown bread,2015,12,30,2
2997,12/30/2015,rubbing alcohol,2015,12,30,2
2997,12/30/2015,domestic eggs,2015,12,30,2
2997,12/30/2015,whole milk,2015,12,30,2
2998,10/30/2014,grapes,2014,10,30,3
2998,10/30/2014,semi-finished bread,2014,10,30,3
2998,7/14/2015,canned beer,2015,7,14,1
2998,7/14/2015,yogurt,2015,7,14,1
2998,7/14/2015,salty snack,2015,7,14,1
2999,12/8/2014,margarine,2014,12,8,0
2999,12/8/2014,whole milk,2014,12,8,0
2999,12/8/2014,white bread,2014,12,8,0
2999,3/8/2015,sausage,2015,3,8,6
2999,3/8/2015,butter milk,2015,3,8,6
2999,3/8/2015,meat spreads,2015,3,8,6
2999,4/17/2015,beef,2015,4,17,4
2999,4/17/2015,canned beer,2015,4,17,4
3000,8/22/2014,fruit/vegetable juice,2014,8,22,4
3000,8/22/2014,cat food,2014,8,22,4
3001,11/14/2015,sausage,2015,11,14,5
3001,11/14/2015,bottled water,2015,11,14,5
3001,12/24/2015,whole milk,2015,12,24,3
3001,12/24/2015,chicken,2015,12,24,3
3002,12/12/2014,hygiene articles,2014,12,12,4
3002,12/12/2014,seasonal products,2014,12,12,4
3002,1/21/2015,sausage,2015,1,21,2
3002,1/21/2015,grapes,2015,1,21,2
3002,1/21/2015,light bulbs,2015,1,21,2
3002,1/22/2015,chicken,2015,1,22,3
3002,1/22/2015,whole milk,2015,1,22,3
3002,1/22/2015,white bread,2015,1,22,3
3002,1/22/2015,newspapers,2015,1,22,3
3002,2/19/2015,tropical fruit,2015,2,19,3
3002,2/19/2015,snack products,2015,2,19,3
3002,8/13/2015,citrus fruit,2015,8,13,3
3002,8/13/2015,frozen meals,2015,8,13,3
3002,8/13/2015,coffee,2015,8,13,3
3002,8/13/2015,seasonal products,2015,8,13,3
3002,8/13/2015,yogurt,2015,8,13,3
3002,8/13/2015,soups,2015,8,13,3
3003,4/22/2014,seasonal products,2014,4,22,1
3003,4/22/2014,shopping bags,2014,4,22,1
3003,8/3/2014,citrus fruit,2014,8,3,6
3003,8/3/2014,processed cheese,2014,8,3,6
3003,8/5/2014,whole milk,2014,8,5,1
3003,8/5/2014,newspapers,2014,8,5,1
3004,4/9/2014,domestic eggs,2014,4,9,2
3004,4/9/2014,soda,2014,4,9,2
3004,10/2/2015,whole milk,2015,10,2,4
3004,10/2/2015,liquor (appetizer),2015,10,2,4
3005,4/18/2014,specialty chocolate,2014,4,18,4
3005,4/18/2014,coffee,2014,4,18,4
3005,7/26/2014,beverages,2014,7,26,5
3005,7/26/2014,frozen meals,2014,7,26,5
3005,10/7/2014,tropical fruit,2014,10,7,1
3005,10/7/2014,semi-finished bread,2014,10,7,1
3005,11/26/2014,brown bread,2014,11,26,2
3005,11/26/2014,newspapers,2014,11,26,2
3005,11/26/2014,margarine,2014,11,26,2
3005,12/7/2015,citrus fruit,2015,12,7,0
3005,12/7/2015,fruit/vegetable juice,2015,12,7,0
3006,6/1/2014,waffles,2014,6,1,6
3006,6/1/2014,brown bread,2014,6,1,6
3006,6/20/2014,other vegetables,2014,6,20,4
3006,6/20/2014,margarine,2014,6,20,4
3006,12/27/2015,chicken,2015,12,27,6
3006,12/27/2015,pork,2015,12,27,6
3006,12/27/2015,frozen fish,2015,12,27,6
3007,1/4/2014,rolls/buns,2014,1,4,5
3007,1/4/2014,yogurt,2014,1,4,5
3007,2/12/2014,canned beer,2014,2,12,2
3007,2/12/2014,frozen dessert,2014,2,12,2
3008,4/15/2014,root vegetables,2014,4,15,1
3008,4/15/2014,pip fruit,2014,4,15,1
3008,4/15/2014,coffee,2014,4,15,1
3008,9/7/2014,butter,2014,9,7,6
3008,9/7/2014,other vegetables,2014,9,7,6
3009,1/27/2014,yogurt,2014,1,27,0
3009,1/27/2014,semi-finished bread,2014,1,27,0
3009,4/19/2014,frankfurter,2014,4,19,5
3009,4/19/2014,misc. beverages,2014,4,19,5
3009,11/13/2014,canned beer,2014,11,13,3
3009,11/13/2014,UHT-milk,2014,11,13,3
3009,12/27/2014,brown bread,2014,12,27,5
3009,12/27/2014,flour,2014,12,27,5
3009,2/18/2015,sausage,2015,2,18,2
3009,2/18/2015,canned beer,2015,2,18,2
3009,2/18/2015,frozen vegetables,2015,2,18,2
3009,2/18/2015,detergent,2015,2,18,2
3009,8/14/2015,sausage,2015,8,14,4
3009,8/14/2015,tropical fruit,2015,8,14,4
3010,1/21/2014,rolls/buns,2014,1,21,1
3010,1/21/2014,root vegetables,2014,1,21,1
3010,2/14/2014,root vegetables,2014,2,14,4
3010,2/14/2014,other vegetables,2014,2,14,4
3010,6/13/2014,pork,2014,6,13,4
3010,6/13/2014,shopping bags,2014,6,13,4
3010,6/13/2014,hygiene articles,2014,6,13,4
3010,11/5/2014,root vegetables,2014,11,5,2
3010,11/5/2014,sliced cheese,2014,11,5,2
3010,8/14/2015,fruit/vegetable juice,2015,8,14,4
3010,8/14/2015,root vegetables,2015,8,14,4
3011,2/4/2014,other vegetables,2014,2,4,1
3011,2/4/2014,rolls/buns,2014,2,4,1
3011,2/4/2014,frozen meals,2014,2,4,1
3011,6/27/2014,pickled vegetables,2014,6,27,4
3011,6/27/2014,frozen vegetables,2014,6,27,4
3011,8/16/2014,whipped/sour cream,2014,8,16,5
3011,8/16/2014,salty snack,2014,8,16,5
3011,8/29/2014,sugar,2014,8,29,4
3011,8/29/2014,bottled water,2014,8,29,4
3011,6/22/2015,finished products,2015,6,22,0
3011,6/22/2015,rolls/buns,2015,6,22,0
3012,7/24/2014,whole milk,2014,7,24,3
3012,7/24/2014,whole milk,2014,7,24,3
3012,3/5/2015,nuts/prunes,2015,3,5,3
3012,3/5/2015,onions,2015,3,5,3
3012,9/20/2015,pork,2015,9,20,6
3012,9/20/2015,brown bread,2015,9,20,6
3013,3/25/2014,whole milk,2014,3,25,1
3013,3/25/2014,rice,2014,3,25,1
3013,4/19/2014,other vegetables,2014,4,19,5
3013,4/19/2014,domestic eggs,2014,4,19,5
3013,4/19/2014,soap,2014,4,19,5
3013,4/19/2014,pastry,2014,4,19,5
3013,7/8/2014,sauces,2014,7,8,1
3013,7/8/2014,ice cream,2014,7,8,1
3013,12/5/2014,UHT-milk,2014,12,5,4
3013,12/5/2014,brown bread,2014,12,5,4
3013,8/21/2015,bottled beer,2015,8,21,4
3013,8/21/2015,root vegetables,2015,8,21,4
3013,8/21/2015,hygiene articles,2015,8,21,4
3014,12/20/2014,tropical fruit,2014,12,20,5
3014,12/20/2014,root vegetables,2014,12,20,5
3014,4/11/2015,ham,2015,4,11,5
3014,4/11/2015,root vegetables,2015,4,11,5
3014,4/11/2015,margarine,2015,4,11,5
3014,4/11/2015,whipped/sour cream,2015,4,11,5
3014,7/15/2015,whipped/sour cream,2015,7,15,2
3014,7/15/2015,berries,2015,7,15,2
3014,7/15/2015,cream cheese ,2015,7,15,2
3014,10/19/2015,sausage,2015,10,19,0
3014,10/19/2015,chocolate,2015,10,19,0
3014,10/19/2015,newspapers,2015,10,19,0
3014,10/19/2015,pastry,2015,10,19,0
3014,11/11/2015,curd cheese,2015,11,11,2
3014,11/11/2015,sausage,2015,11,11,2
3014,11/11/2015,bottled water,2015,11,11,2
3014,11/11/2015,napkins,2015,11,11,2
3015,1/31/2014,ham,2014,1,31,4
3015,1/31/2014,bottled water,2014,1,31,4
3015,1/31/2014,margarine,2014,1,31,4
3015,7/8/2014,root vegetables,2014,7,8,1
3015,7/8/2014,other vegetables,2014,7,8,1
3015,10/10/2015,sausage,2015,10,10,5
3015,10/10/2015,white bread,2015,10,10,5
3015,10/10/2015,coffee,2015,10,10,5
3015,12/6/2015,bottled water,2015,12,6,6
3015,12/6/2015,root vegetables,2015,12,6,6
3016,4/21/2014,whipped/sour cream,2014,4,21,0
3016,4/21/2014,dish cleaner,2014,4,21,0
3016,5/23/2014,other vegetables,2014,5,23,4
3016,5/23/2014,pastry,2014,5,23,4
3016,1/12/2015,frankfurter,2015,1,12,0
3016,1/12/2015,long life bakery product,2015,1,12,0
3016,1/12/2015,sugar,2015,1,12,0
3017,11/9/2014,frozen meals,2014,11,9,6
3017,11/9/2014,whole milk,2014,11,9,6
3017,9/22/2015,hamburger meat,2015,9,22,1
3017,9/22/2015,soft cheese,2015,9,22,1
3017,9/28/2015,curd,2015,9,28,0
3017,9/28/2015,tropical fruit,2015,9,28,0
3018,11/17/2014,tropical fruit,2014,11,17,0
3018,11/17/2014,packaged fruit/vegetables,2014,11,17,0
3018,1/18/2015,canned beer,2015,1,18,6
3018,1/18/2015,soda,2015,1,18,6
3018,6/27/2015,rolls/buns,2015,6,27,5
3018,6/27/2015,root vegetables,2015,6,27,5
3019,12/13/2014,dishes,2014,12,13,5
3019,12/13/2014,brown bread,2014,12,13,5
3019,12/19/2015,butter milk,2015,12,19,5
3019,12/19/2015,soda,2015,12,19,5
3019,12/19/2015,rolls/buns,2015,12,19,5
3020,6/13/2014,rolls/buns,2014,6,13,4
3020,6/13/2014,bottled beer,2014,6,13,4
3020,8/12/2014,other vegetables,2014,8,12,1
3020,8/12/2014,pot plants,2014,8,12,1
3020,8/27/2015,condensed milk,2015,8,27,3
3020,8/27/2015,fruit/vegetable juice,2015,8,27,3
3020,8/27/2015,white wine,2015,8,27,3
3020,8/27/2015,specialty fat,2015,8,27,3
3021,6/22/2014,root vegetables,2014,6,22,6
3021,6/22/2014,onions,2014,6,22,6
3021,10/29/2014,other vegetables,2014,10,29,2
3021,10/29/2014,soda,2014,10,29,2
3021,10/29/2014,fruit/vegetable juice,2014,10,29,2
3021,11/15/2014,chicken,2014,11,15,5
3021,11/15/2014,soups,2014,11,15,5
3021,11/15/2014,bottled water,2014,11,15,5
3021,1/30/2015,frankfurter,2015,1,30,4
3021,1/30/2015,sliced cheese,2015,1,30,4
3022,2/16/2014,chicken,2014,2,16,6
3022,2/16/2014,rolls/buns,2014,2,16,6
3022,4/24/2014,whole milk,2014,4,24,3
3022,4/24/2014,yogurt,2014,4,24,3
3022,9/19/2014,beef,2014,9,19,4
3022,9/19/2014,whipped/sour cream,2014,9,19,4
3022,11/15/2015,butter,2015,11,15,6
3022,11/15/2015,canned fish,2015,11,15,6
3022,11/15/2015,cream cheese ,2015,11,15,6
3023,11/12/2014,beef,2014,11,12,2
3023,11/12/2014,liquor,2014,11,12,2
3023,6/5/2015,onions,2015,6,5,4
3023,6/5/2015,hamburger meat,2015,6,5,4
3023,7/28/2015,rolls/buns,2015,7,28,1
3023,7/28/2015,root vegetables,2015,7,28,1
3023,7/28/2015,bottled beer,2015,7,28,1
3023,7/28/2015,yogurt,2015,7,28,1
3023,7/28/2015,pickled vegetables,2015,7,28,1
3024,12/22/2014,UHT-milk,2014,12,22,0
3024,12/22/2014,roll products ,2014,12,22,0
3024,12/22/2014,salt,2014,12,22,0
3024,12/23/2014,tropical fruit,2014,12,23,1
3024,12/23/2014,detergent,2014,12,23,1
3025,1/19/2014,hamburger meat,2014,1,19,6
3025,1/19/2014,cat food,2014,1,19,6
3025,4/21/2015,citrus fruit,2015,4,21,1
3025,4/21/2015,sausage,2015,4,21,1
3025,4/21/2015,bottled beer,2015,4,21,1
3025,4/21/2015,herbs,2015,4,21,1
3025,6/16/2015,misc. beverages,2015,6,16,1
3025,6/16/2015,tea,2015,6,16,1
3025,10/19/2015,turkey,2015,10,19,0
3025,10/19/2015,herbs,2015,10,19,0
3025,10/19/2015,white bread,2015,10,19,0
3026,3/30/2014,whole milk,2014,3,30,6
3026,3/30/2014,candy,2014,3,30,6
3026,3/30/2014,semi-finished bread,2014,3,30,6
3026,3/30/2014,candy,2014,3,30,6
3026,10/6/2014,chewing gum,2014,10,6,0
3026,10/6/2014,ice cream,2014,10,6,0
3026,10/29/2014,butter milk,2014,10,29,2
3026,10/29/2014,semi-finished bread,2014,10,29,2
3026,1/1/2015,citrus fruit,2015,1,1,3
3026,1/1/2015,tropical fruit,2015,1,1,3
3026,1/1/2015,soda,2015,1,1,3
3026,1/1/2015,bottled water,2015,1,1,3
3026,1/24/2015,soda,2015,1,24,5
3026,1/24/2015,domestic eggs,2015,1,24,5
3026,1/24/2015,artif. sweetener,2015,1,24,5
3027,4/29/2014,other vegetables,2014,4,29,1
3027,4/29/2014,frozen vegetables,2014,4,29,1
3027,10/14/2014,fruit/vegetable juice,2014,10,14,1
3027,10/14/2014,berries,2014,10,14,1
3027,9/14/2015,whipped/sour cream,2015,9,14,0
3027,9/14/2015,root vegetables,2015,9,14,0
3027,9/14/2015,baking powder,2015,9,14,0
3027,9/15/2015,sausage,2015,9,15,1
3027,9/15/2015,red/blush wine,2015,9,15,1
3028,4/1/2014,white bread,2014,4,1,1
3028,4/1/2014,butter,2014,4,1,1
3028,4/25/2014,frankfurter,2014,4,25,4
3028,4/25/2014,whole milk,2014,4,25,4
3028,7/10/2014,chicken,2014,7,10,3
3028,7/10/2014,whole milk,2014,7,10,3
3028,11/20/2014,napkins,2014,11,20,3
3028,11/20/2014,cake bar,2014,11,20,3
3028,5/19/2015,citrus fruit,2015,5,19,1
3028,5/19/2015,yogurt,2015,5,19,1
3028,9/6/2015,sausage,2015,9,6,6
3028,9/6/2015,long life bakery product,2015,9,6,6
3028,9/6/2015,beef,2015,9,6,6
3028,9/6/2015,other vegetables,2015,9,6,6
3028,9/6/2015,margarine,2015,9,6,6
3029,10/19/2014,vinegar,2014,10,19,6
3029,10/19/2014,dog food,2014,10,19,6
3029,2/14/2015,other vegetables,2015,2,14,5
3029,2/14/2015,shopping bags,2015,2,14,5
3029,5/31/2015,long life bakery product,2015,5,31,6
3029,5/31/2015,butter milk,2015,5,31,6
3030,2/5/2014,citrus fruit,2014,2,5,2
3030,2/5/2014,pastry,2014,2,5,2
3030,2/5/2014,dish cleaner,2014,2,5,2
3030,6/12/2014,other vegetables,2014,6,12,3
3030,6/12/2014,whole milk,2014,6,12,3
3030,11/19/2014,rolls/buns,2014,11,19,2
3030,11/19/2014,packaged fruit/vegetables,2014,11,19,2
3030,12/14/2014,curd,2014,12,14,6
3030,12/14/2014,whole milk,2014,12,14,6
3030,12/14/2014,red/blush wine,2014,12,14,6
3031,1/12/2014,whole milk,2014,1,12,6
3031,1/12/2014,specialty bar,2014,1,12,6
3031,8/30/2015,frankfurter,2015,8,30,6
3031,8/30/2015,bottled beer,2015,8,30,6
3031,8/30/2015,other vegetables,2015,8,30,6
3031,8/30/2015,bottled beer,2015,8,30,6
3031,10/27/2015,tropical fruit,2015,10,27,1
3031,10/27/2015,whole milk,2015,10,27,1
3031,10/27/2015,chocolate,2015,10,27,1
3031,11/25/2015,beef,2015,11,25,2
3031,11/25/2015,brown bread,2015,11,25,2
3031,12/18/2015,pip fruit,2015,12,18,4
3031,12/18/2015,fruit/vegetable juice,2015,12,18,4
3031,12/18/2015,whipped/sour cream,2015,12,18,4
3031,12/18/2015,soda,2015,12,18,4
3032,12/28/2014,frankfurter,2014,12,28,6
3032,12/28/2014,domestic eggs,2014,12,28,6
